release_year,title,genres,nominated,budget_ranges,revenue_ranges,runtime_ranges,budget,revenue,runtime,winner
2013,American Hustle,Drama,1,Medium,High,High,40000000,251171807,138,0
2013,Captain Phillips,Action,1,High,Medium,High,55000000,95000000,134,0
2013,Dallas Buyers Club,Drama,1,Low,Medium,Medium,5000000,55198285,117,0
2013,Gravity,Science,1,High,High,Low,105000000,716392705,91,1
2013,12 Years a Slave,Drama,1,Medium,High,High,20000000,187000000,134,0
2013,The Great Beauty,Comedy,0,Medium,Medium,High,12400000,8371085,142,1
2012,The Hunt,Drama,0,Low,Medium,Medium,3800000,16800000,115,0
2013,Dallas Buyers Club,Drama,1,Low,Medium,Medium,5000000,55198285,117,1
2013,The Lone Ranger,Action,1,High,Medium,High,255000000,89289910,149,0
2013,Gravity,Science,1,High,High,Low,105000000,716392705,91,1
2013,Her,Romance,1,Medium,Medium,High,23000000,47351251,126,0
2013,Philomena,Drama,1,Medium,High,Medium,12000000,100129872,98,0
2013,Saving Mr. Banks,Comedy,1,Medium,High,High,35000000,112544580,125,0
2013,Despicable Me 2,Animation,1,High,High,Medium,76000000,970761885,98,0
2013,Frozen,Animation,1,High,High,Medium,150000000,1274219009,102,1
2013,Her,Romance,1,Medium,Medium,High,23000000,47351251,126,0
2013,Mandela: Long Walk to Freedom,Drama,1,Medium,Medium,High,35000000,27330000,141,0
2013,American Hustle,Drama,1,Medium,High,High,40000000,251171807,138,0
2013,Captain Phillips,Action,1,High,Medium,High,55000000,95000000,134,0
2013,Dallas Buyers Club,Drama,1,Low,Medium,Medium,5000000,55198285,117,0
2013,Gravity,Science,1,High,High,Low,105000000,716392705,91,0
2013,Her,Romance,1,Medium,Medium,High,23000000,47351251,126,0
2013,Nebraska,Drama,1,Medium,Medium,Medium,12000000,17654912,115,0
2013,Philomena,Drama,1,Medium,High,Medium,12000000,100129872,98,0
2013,12 Years a Slave,Drama,1,Medium,High,High,20000000,187000000,134,1
2013,The Wolf of Wall Street,Crime,1,High,High,High,100000000,392000694,180,0
2013,American Hustle,Drama,1,Medium,High,High,40000000,251171807,138,0
2013,Gravity,Science,1,High,High,Low,105000000,716392705,91,0
2013,The Great Gatsby,Drama,1,High,High,High,105000000,351040419,143,1
1974,The Great Gatsby,Drama,1,Medium,Medium,High,6500000,26533200,144,1
2013,Her,Romance,1,Medium,Medium,High,23000000,47351251,126,0
2013,12 Years a Slave,Drama,1,Medium,High,High,20000000,187000000,134,0
2013,All Is Lost,Action,1,Medium,Low,Medium,9000000,6108720,106,0
2013,Captain Phillips,Action,1,High,Medium,High,55000000,95000000,134,0
2013,Gravity,Science,1,High,High,Low,105000000,716392705,91,1
2013,The Hobbit: The Desolation of Smaug,Adventure,1,High,High,High,250000000,958400000,161,0
2013,Lone Survivor,Action,1,Medium,High,High,40000000,149295601,121,0
2013,Captain Phillips,Action,1,High,Medium,High,55000000,95000000,134,0
2013,Gravity,Science,1,High,High,Low,105000000,716392705,91,1
2013,The Hobbit: The Desolation of Smaug,Adventure,1,High,High,High,250000000,958400000,161,0
2013,Inside Llewyn Davis,Drama,1,Medium,Medium,Medium,11000000,32935319,105,0
2013,Lone Survivor,Action,1,Medium,High,High,40000000,149295601,121,0
2013,Gravity,Science,1,High,High,Low,105000000,716392705,91,1
2013,The Hobbit: The Desolation of Smaug,Adventure,1,High,High,High,250000000,958400000,161,0
2013,Iron Man 3,Action,1,High,High,High,200000000,1215439994,130,0
2013,The Lone Ranger,Action,1,High,Medium,High,255000000,89289910,149,0
2013,Star Trek Into Darkness,Action,1,High,High,High,190000000,467365246,132,0
2013,Before Midnight,Romance,1,Low,Medium,Medium,3000000,11176469,108,0
2013,Captain Phillips,Action,1,High,Medium,High,55000000,95000000,134,0
2013,Philomena,Drama,1,Medium,High,Medium,12000000,100129872,98,0
2013,12 Years a Slave,Drama,1,Medium,High,High,20000000,187000000,134,1
2013,The Wolf of Wall Street,Crime,1,High,High,High,100000000,392000694,180,0
2013,American Hustle,Drama,1,Medium,High,High,40000000,251171807,138,0
2013,Blue Jasmine,Comedy,1,Medium,Medium,Medium,18000000,99206215,98,0
2013,Dallas Buyers Club,Drama,1,Low,Medium,Medium,5000000,55198285,117,0
2013,Her,Romance,1,Medium,Medium,High,23000000,47351251,126,1
2013,Nebraska,Drama,1,Medium,Medium,Medium,12000000,17654912,115,0
2014,Foxcatcher,Drama,1,Medium,Medium,High,24000000,12096300,134,0
2014,American Sniper,War,1,High,High,High,58800000,542307423,133,0
2014,The Imitation Game,History,1,Medium,High,Medium,14000000,233555708,113,0
2014,The Theory of Everything,Drama,1,Medium,High,High,15000000,123726688,123,1
2014,The Judge,Drama,1,High,Medium,High,50000000,83719388,141,0
2014,Boyhood,Drama,1,Low,Medium,High,4000000,44349000,164,0
2014,Foxcatcher,Drama,1,Medium,Medium,High,24000000,12096300,134,0
2014,Whiplash,Drama,1,Low,Medium,Medium,3300000,13092000,105,1
2014,"Two Days, One Night",Drama,0,Medium,Low,Low,7000000,6860853,95,0
2014,The Theory of Everything,Drama,1,Medium,High,High,15000000,123726688,123,0
2014,Still Alice,Drama,1,Low,Medium,Medium,5000000,43884652,99,1
2014,Gone Girl,Mystery,1,High,High,High,61000000,369330363,145,0
2014,Wild,Drama,1,Medium,Medium,Medium,15000000,52501541,115,0
2014,Boyhood,Drama,1,Low,Medium,High,4000000,44349000,164,1
2014,Wild,Drama,1,Medium,Medium,Medium,15000000,52501541,115,0
2014,The Imitation Game,History,1,Medium,High,Medium,14000000,233555708,113,0
2014,Into the Woods,Fantasy,1,High,High,High,50000000,212902372,125,0
2014,Big Hero 6,Adventure,1,High,High,Medium,165000000,652105443,102,1
2014,The Boxtrolls,Animation,1,High,High,Medium,60000000,108255770,97,0
2014,How to Train Your Dragon 2,Fantasy,1,High,High,Medium,145000000,609123048,102,0
2013,The Tale of the Princess Kaguya,Animation,0,High,Medium,High,49300000,24186232,137,0
2014,The Grand Budapest Hotel,Comedy,1,Medium,High,Medium,30000000,174600318,99,0
2013,Ida,Drama,1,Low,Medium,Low,2159280,15298355,80,0
2014,Unbroken,Drama,1,High,High,High,65000000,163442937,137,0
2014,The Grand Budapest Hotel,Comedy,1,Medium,High,Medium,30000000,174600318,99,1
2014,Inherent Vice,Comedy,1,Medium,Medium,High,20000000,11110975,148,0
2014,Into the Woods,Fantasy,1,High,High,High,50000000,212902372,125,0
2014,Maleficent,Fantasy,1,High,High,Medium,180000000,758539785,97,0
2014,Boyhood,Drama,1,Low,Medium,High,4000000,44349000,164,0
2014,Foxcatcher,Drama,1,Medium,Medium,High,24000000,12096300,134,0
2014,The Grand Budapest Hotel,Comedy,1,Medium,High,Medium,30000000,174600318,99,0
2014,The Imitation Game,History,1,Medium,High,Medium,14000000,233555708,113,0
2014,American Sniper,War,1,High,High,High,58800000,542307423,133,0
2014,Boyhood,Drama,1,Low,Medium,High,4000000,44349000,164,0
2014,The Grand Budapest Hotel,Comedy,1,Medium,High,Medium,30000000,174600318,99,0
2014,The Imitation Game,History,1,Medium,High,Medium,14000000,233555708,113,0
2014,Whiplash,Drama,1,Low,Medium,Medium,3300000,13092000,105,1
2013,Ida,Drama,1,Low,Medium,Low,2159280,15298355,80,1
1989,Leviathan,Adventure,1,Medium,Medium,Medium,25000000,15704614,98,0
2014,Foxcatcher,Drama,1,Medium,Medium,High,24000000,12096300,134,0
2014,The Grand Budapest Hotel,Comedy,1,Medium,High,Medium,30000000,174600318,99,1
2014,Guardians of the Galaxy,Action,1,High,High,High,170000000,773328629,121,0
2014,The Grand Budapest Hotel,Comedy,1,Medium,High,Medium,30000000,174600318,99,1
2014,The Imitation Game,History,1,Medium,High,Medium,14000000,233555708,113,0
2014,The Theory of Everything,Drama,1,Medium,High,High,15000000,123726688,123,0
2014,The Lego Movie,Adventure,1,High,High,Medium,60000000,469160692,100,0
2014,Selma,History,1,Medium,Medium,High,20000000,66787908,127,1
2014,Beyond the Lights,Romance,1,Medium,Medium,Medium,7000000,14618727,116,0
2013,Begin Again,Comedy,1,Medium,Medium,Medium,8000000,63464861,104,0
2014,American Sniper,War,1,High,High,High,58800000,542307423,133,0
2014,Boyhood,Drama,1,Low,Medium,High,4000000,44349000,164,0
2014,The Grand Budapest Hotel,Comedy,1,Medium,High,Medium,30000000,174600318,99,0
2014,The Imitation Game,History,1,Medium,High,Medium,14000000,233555708,113,0
2014,Selma,History,1,Medium,Medium,High,20000000,66787908,127,0
2014,The Theory of Everything,Drama,1,Medium,High,High,15000000,123726688,123,0
2014,Whiplash,Drama,1,Low,Medium,Medium,3300000,13092000,105,0
2014,The Grand Budapest Hotel,Comedy,1,Medium,High,Medium,30000000,174600318,99,1
2014,The Imitation Game,History,1,Medium,High,Medium,14000000,233555708,113,0
2014,Interstellar,Adventure,1,High,High,High,165000000,675120017,169,0
2014,Into the Woods,Fantasy,1,High,High,High,50000000,212902372,125,0
2014,American Sniper,War,1,High,High,High,58800000,542307423,133,1
2014,The Hobbit: The Battle of the Five Armies,Action,1,High,High,High,250000000,956019788,144,0
2014,Interstellar,Adventure,1,High,High,High,165000000,675120017,169,0
2014,Unbroken,Drama,1,High,High,High,65000000,163442937,137,0
2014,American Sniper,War,1,High,High,High,58800000,542307423,133,0
2014,Interstellar,Adventure,1,High,High,High,165000000,675120017,169,0
2014,Unbroken,Drama,1,High,High,High,65000000,163442937,137,0
2014,Whiplash,Drama,1,Low,Medium,Medium,3300000,13092000,105,1
2014,Captain America: The Winter Soldier,Action,1,High,High,High,170000000,714766572,136,0
2014,Dawn of the Planet of the Apes,Science,1,High,High,High,170000000,710644566,130,0
2014,Guardians of the Galaxy,Action,1,High,High,High,170000000,773328629,121,0
2014,Interstellar,Adventure,1,High,High,High,165000000,675120017,169,1
2014,X-Men: Days of Future Past,Action,1,High,High,High,250000000,747862775,131,0
2014,American Sniper,War,1,High,High,High,58800000,542307423,133,0
2014,The Imitation Game,History,1,Medium,High,Medium,14000000,233555708,113,1
2014,Inherent Vice,Comedy,1,Medium,Medium,High,20000000,11110975,148,0
2014,The Theory of Everything,Drama,1,Medium,High,High,15000000,123726688,123,0
2014,Whiplash,Drama,1,Low,Medium,Medium,3300000,13092000,105,0
2014,Boyhood,Drama,1,Low,Medium,High,4000000,44349000,164,0
2014,Foxcatcher,Drama,1,Medium,Medium,High,24000000,12096300,134,0
2014,The Grand Budapest Hotel,Comedy,1,Medium,High,Medium,30000000,174600318,99,0
2014,Nightcrawler,Crime,1,Medium,Medium,Medium,8500000,38697217,117,0
2015,Trumbo,Drama,1,Medium,Medium,High,15000000,8235661,124,0
2015,The Martian,Drama,1,High,High,High,108000000,630161890,141,0
2015,The Revenant,Western,1,High,High,High,135000000,532950503,156,1
2015,Steve Jobs,Drama,1,Medium,Medium,High,30000000,34441873,122,0
2015,The Danish Girl,Drama,1,Medium,Medium,Medium,15000000,64191523,120,0
2015,The Big Short,Comedy,1,Medium,High,High,28000000,133346506,130,0
2015,The Revenant,Western,1,High,High,High,135000000,532950503,156,0
2015,Spotlight,Drama,1,Medium,Medium,High,20000000,88346473,128,0
2015,Bridge of Spies,Thriller,1,Medium,High,High,40000000,165478348,141,1
2015,Creed,Drama,1,Medium,High,High,37000000,173567581,133,0
2015,Carol,Romance,1,Medium,Medium,Medium,11800000,40272135,118,0
2015,Room,Drama,1,Medium,Medium,Medium,6000000,35401758,117,1
2015,Joy,Drama,1,High,High,High,60000000,101134059,124,0
2015,Brooklyn,Drama,1,Medium,Medium,Medium,11000000,62076141,111,0
2015,The Hateful Eight,Crime,1,High,High,High,44000000,155760117,167,0
2015,Carol,Romance,1,Medium,Medium,Medium,11800000,40272135,118,0
2015,Spotlight,Drama,1,Medium,Medium,High,20000000,88346473,128,0
2015,The Danish Girl,Drama,1,Medium,Medium,Medium,15000000,64191523,120,1
2015,Steve Jobs,Drama,1,Medium,Medium,High,30000000,34441873,122,0
2015,Anomalisa,Animation,1,Medium,Low,Low,8000000,5659286,90,0
2015,Inside Out,Drama,1,High,High,Low,175000000,857611174,94,1
2015,Carol,Romance,1,Medium,Medium,Medium,11800000,40272135,118,0
2015,The Hateful Eight,Crime,1,High,High,High,44000000,155760117,167,0
2015,Mad Max: Fury Road,Action,1,High,High,Medium,150000000,378858340,120,0
2015,The Revenant,Western,1,High,High,High,135000000,532950503,156,1
2015,Sicario,Action,1,Medium,Medium,High,30000000,84025816,121,0
2015,Carol,Romance,1,Medium,Medium,Medium,11800000,40272135,118,0
2015,Cinderella,Romance,1,High,High,Medium,95000000,543514353,105,0
1950,Cinderella,Family,1,Low,High,Low,2900000,263591415,74,0
2015,The Danish Girl,Drama,1,Medium,Medium,Medium,15000000,64191523,120,0
2015,Mad Max: Fury Road,Action,1,High,High,Medium,150000000,378858340,120,1
2015,The Revenant,Western,1,High,High,High,135000000,532950503,156,0
2015,The Big Short,Comedy,1,Medium,High,High,28000000,133346506,130,0
2015,Mad Max: Fury Road,Action,1,High,High,Medium,150000000,378858340,120,0
2015,The Revenant,Western,1,High,High,High,135000000,532950503,156,1
2015,Room,Drama,1,Medium,Medium,Medium,6000000,35401758,117,0
2015,Spotlight,Drama,1,Medium,Medium,High,20000000,88346473,128,0
2015,The Big Short,Comedy,1,Medium,High,High,28000000,133346506,130,0
2015,Mad Max: Fury Road,Action,1,High,High,Medium,150000000,378858340,120,1
2015,The Revenant,Western,1,High,High,High,135000000,532950503,156,0
2015,Spotlight,Drama,1,Medium,Medium,High,20000000,88346473,128,0
2015,Star Wars: The Force Awakens,Action,1,High,High,High,245000000,2068223624,136,0
2015,Embrace of the Serpent,Adventure,0,Low,Low,High,1400000,1320005,125,0
2015,Mustang,Drama,1,Low,Low,Medium,1300000,250000,97,0
2015,Son of Saul,War,0,Low,Low,Medium,1000000,1777043,107,1
2015,Mad Max: Fury Road,Action,1,High,High,Medium,150000000,378858340,120,1
2015,The Revenant,Western,1,High,High,High,135000000,532950503,156,0
2015,Bridge of Spies,Thriller,1,Medium,High,High,40000000,165478348,141,0
2015,Carol,Romance,1,Medium,Medium,Medium,11800000,40272135,118,0
2015,The Hateful Eight,Crime,1,High,High,High,44000000,155760117,167,1
2015,Sicario,Action,1,Medium,Medium,High,30000000,84025816,121,0
2015,Star Wars: The Force Awakens,Action,1,High,High,High,245000000,2068223624,136,0
2015,Fifty Shades of Grey,Drama,1,Medium,High,High,40000000,571006128,125,0
2015,Youth,Comedy,1,Medium,Low,Medium,13360000,2000000,118,0
2015,Spectre,Action,1,High,High,High,245000000,880674609,148,1
2015,The Big Short,Comedy,1,Medium,High,High,28000000,133346506,130,0
2015,Bridge of Spies,Thriller,1,Medium,High,High,40000000,165478348,141,0
2015,Brooklyn,Drama,1,Medium,Medium,Medium,11000000,62076141,111,0
2015,Mad Max: Fury Road,Action,1,High,High,Medium,150000000,378858340,120,0
2015,The Martian,Drama,1,High,High,High,108000000,630161890,141,0
2015,The Revenant,Western,1,High,High,High,135000000,532950503,156,0
2015,Room,Drama,1,Medium,Medium,Medium,6000000,35401758,117,0
2015,Spotlight,Drama,1,Medium,Medium,High,20000000,88346473,128,1
2015,Bridge of Spies,Thriller,1,Medium,High,High,40000000,165478348,141,0
2015,The Danish Girl,Drama,1,Medium,Medium,Medium,15000000,64191523,120,0
2015,Mad Max: Fury Road,Action,1,High,High,Medium,150000000,378858340,120,1
2015,The Martian,Drama,1,High,High,High,108000000,630161890,141,0
2015,The Revenant,Western,1,High,High,High,135000000,532950503,156,0
2015,Mad Max: Fury Road,Action,1,High,High,Medium,150000000,378858340,120,1
2015,The Martian,Drama,1,High,High,High,108000000,630161890,141,0
2015,The Revenant,Western,1,High,High,High,135000000,532950503,156,0
2015,Sicario,Action,1,Medium,Medium,High,30000000,84025816,121,0
2015,Star Wars: The Force Awakens,Action,1,High,High,High,245000000,2068223624,136,0
2015,Bridge of Spies,Thriller,1,Medium,High,High,40000000,165478348,141,0
2015,Mad Max: Fury Road,Action,1,High,High,Medium,150000000,378858340,120,1
2015,The Martian,Drama,1,High,High,High,108000000,630161890,141,0
2015,The Revenant,Western,1,High,High,High,135000000,532950503,156,0
2015,Star Wars: The Force Awakens,Action,1,High,High,High,245000000,2068223624,136,0
2015,Ex Machina,Drama,1,Medium,Medium,Medium,15000000,36869414,108,1
2015,Mad Max: Fury Road,Action,1,High,High,Medium,150000000,378858340,120,0
2015,The Martian,Drama,1,High,High,High,108000000,630161890,141,0
2015,The Revenant,Western,1,High,High,High,135000000,532950503,156,0
2015,Star Wars: The Force Awakens,Action,1,High,High,High,245000000,2068223624,136,0
2015,The Big Short,Comedy,1,Medium,High,High,28000000,133346506,130,1
2015,Brooklyn,Drama,1,Medium,Medium,Medium,11000000,62076141,111,0
2015,Carol,Romance,1,Medium,Medium,Medium,11800000,40272135,118,0
2015,The Martian,Drama,1,High,High,High,108000000,630161890,141,0
2015,Room,Drama,1,Medium,Medium,Medium,6000000,35401758,117,0
2015,Bridge of Spies,Thriller,1,Medium,High,High,40000000,165478348,141,0
2015,Ex Machina,Drama,1,Medium,Medium,Medium,15000000,36869414,108,0
2015,Inside Out,Drama,1,High,High,Low,175000000,857611174,94,0
2015,Spotlight,Drama,1,Medium,Medium,High,20000000,88346473,128,1
2015,Straight Outta Compton,Drama,1,Medium,High,High,28000000,201634991,147,0
2016,Manchester by the Sea,Drama,1,Medium,Medium,High,9000000,75026965,135,1
2016,Hacksaw Ridge,Drama,1,Medium,High,High,40000000,175302354,140,0
2016,La La Land,Comedy,1,Medium,High,High,30000000,445435700,128,0
2016,Captain Fantastic,Adventure,1,Low,Low,Medium,5000000,5879736,119,0
2016,Fences,Drama,1,Medium,Medium,High,24000000,64414761,139,0
2016,Moonlight,Drama,1,Low,Medium,Medium,4000000,65046687,111,1
2016,Hell or High Water,Crime,1,Medium,Medium,Medium,12000000,37589296,102,0
2016,Manchester by the Sea,Drama,1,Medium,Medium,High,9000000,75026965,135,0
2016,Lion,Drama,1,Medium,High,Medium,12000000,140302754,118,0
2016,Nocturnal Animals,Drama,1,Medium,Medium,Medium,22500000,29252978,116,0
2016,Elle,Drama,1,Medium,Low,High,9804690,2341534,130,0
2016,Loving,Drama,1,Medium,Medium,High,9000000,8996802,123,0
2016,Jackie,Drama,1,Medium,Medium,Medium,9000000,13960394,100,0
2016,La La Land,Comedy,1,Medium,High,High,30000000,445435700,128,1
2016,Florence Foster Jenkins,Comedy,1,Medium,Medium,Medium,29000000,48902953,110,0
2016,Fences,Drama,1,Medium,Medium,High,24000000,64414761,139,1
2016,Moonlight,Drama,1,Low,Medium,Medium,4000000,65046687,111,0
2016,Lion,Drama,1,Medium,High,Medium,12000000,140302754,118,0
2016,Hidden Figures,Drama,1,Medium,High,High,25000000,230698791,127,0
2016,Manchester by the Sea,Drama,1,Medium,Medium,High,9000000,75026965,135,0
2016,Kubo and the Two Strings,Animation,1,High,Medium,Medium,60000000,69929545,102,0
2016,Moana,Adventure,1,High,High,Medium,150000000,643034466,107,0
2016,My Life as a Zucchini,Animation,0,Medium,Low,Low,8000000,292279,66,0
2016,Zootopia,Animation,1,High,High,Medium,150000000,1023784195,108,1
2016,Arrival,Thriller,1,High,High,Medium,47000000,203388186,113,0
2016,La La Land,Comedy,1,Medium,High,High,30000000,445435700,128,1
2016,Lion,Drama,1,Medium,High,Medium,12000000,140302754,118,0
2016,Moonlight,Drama,1,Low,Medium,Medium,4000000,65046687,111,0
2016,Silence,Drama,1,High,Medium,High,46000000,23737523,161,0
2016,Allied,Action,1,High,High,High,85000000,119520023,124,0
2016,Fantastic Beasts and Where to Find Them,Adventure,1,High,High,High,180000000,809342332,133,1
2016,Florence Foster Jenkins,Comedy,1,Medium,Medium,Medium,29000000,48902953,110,0
